SentenceID	English	Arabic	SentenceType	Switch Translation	Comment
C-9862	I'm gonna test your knowledge.	" سوف أختبر معرفتك .	B-B		
C-9863	I'm gonna throw you a baby shower.	أنا سأقوم بالقاء الشغل عليك	B-B		
C-9864	I'm gonna wait in here for you.	أنا سأنتظر هنا بالنسبة لك .	B-B		
C-9865	I'm gonna, uh, keep you here for a little bit, make sure your spleen's okay.	- يجب أن أبقيك هنا لبعض الوقت لأتأكد أن طحالك بخير	B-B		
C-9866	I'm good. I'm good. You all right?	أنا بخير ، انا بخير انت بخير ؟	B-B		
C-9867	I'm good. Thank you.	إني بخير ، شكرا لك .	B-B		
C-9868	I'm grateful to you, Pascal.	أنا ممتنة لك ، ( باسكال )	F-B	أنا ممتن لك ، ( باسكال )	
C-9869	I'm guessing a couple of these guys are friends of yours.	انا اعتقد ان بعض هؤلاء الأشخاص هم اصدقاء لك .	B-B		
C-9870	I'm guessing either you got dumped, or your indie rock band just broke up.	أنا أخمن إما أنه قد تم هجرك أو أن فرقة الروك خاصتك قد تفرقت	B-B		
C-9871	I'm guessing that prison of yours is gonna need some very expensive repairs.	اعتقد بأن سجنك سيحتاج إلى الكثير من الإصلاحات الغالية	B-B		
C-9872	I'm guessing you don't want to talk about it.	أظن أنك لا تريد أن تتحدث عن هذا الموضوع	B-M	أظن أنك لا تريدين أن تتحدثي عن هذا الموضوع	
C-9873	I'm happy for you and your sister both.	انا سعيد لك و لأختك على حد سواء	M-B	انا سعيدة لك و لأختك على حد سواء	
C-9874	I'm having a bit of a hard time believing what you're saying.	لكني أجد صعوبة في تصديق ما تقولينه .	B-F	لكني أجد صعوبة في تصديق ما تقوله .	
C-9875	I'm having a good time with you.	انا اقضي وقت ممتع معك	B-B		
C-9876	I'm having such a good time with you.	إني احظى بوقت رائع جدا معك	B-B		
C-9877	I'm having trouble hearing you!	إسمعي يا جيمي أنا . . . أنا أوجه مشكلة في سماعك	B-F	إسمع يا جيمي أنا . . . أنا أوجه مشكلة في سماعك	
C-9878	I'm heading over to joe'S. You want to grab a drink?	( أنا متجه إلى ( جو اتريدين احتساء شراب ؟	M-F	( أنا متجهة إلى ( جو اتريدين احتساء شراب ؟	
C-9879	I'm heading to your store to tell you in person.	أنا متجهة إلى مخزن لأقول لكم شخصيا .	F-M!	أنا متجه إلى مخزن لأقول لكم شخصيا .	
C-9880	I'm here because your parents are trapped.	انا هنا لأن والديك متأخرين	B-B		
C-9881	I'm here for the same reason you are.	أنا هنا لسبب وجودكن ذاته	B-F!	أنا هنا لسبب وجودكم ذاته	
C-9882	I'm here for you now.	أنا هنا الآن	B-N		
C-9883	I'm here now. What did you do to her mother?	إني هنا الآن ، فماذا فعلت بأمها ؟	B-B		
C-9884	I'm here to help you everything we have fought for.	لا تستسلم ، لا تضيع كل ما ناضلنا لأجله . . .	B!-M	لا تستسلمي ، لا تضيعي كل ما ناضلنا لأجله . . .	
C-9885	I'm here to help you the rest of the way.	جئت لأعينك بقية الطريق	B-B		
C-9886	I'm here to make life easy for you.	أنا هنا لتسهيل شؤون الحياة بالنسبة لك	B-B		
C-9887	I'm here to save this town, to save my town, whether you like it or not.	أنا هنا لإنقاذ هذه المدينة ، مدينتي سواء شئتم أم أبيتم	B-M!	أنا هنا لإنقاذ هذه المدينة ، مدينتي سواء شئتن أم أبيتن	
C-9888	I'm here to teach you, but also I'm here to help you.	أنا هنا لأدرس لك أنا هنا أيضا لأساعدك	B-B		
C-9889	I'm here... because I can't be your dad, but I want to get to know you.	، أنا موجود هنا . . لأنني لا استطيع أن أكون والدك لكن أريد التعرف عليك	M-B	، أنا موجودة هنا . . لأنني لا استطيع أن أكون والدتك لكن أريد التعرف عليك	
C-9890	I'm his doctor. You must be ready for him.	إنه طبيبه ، يجب أن تكون مستعدا له	N-M	إنه طبيبه ، يجب أن تكوني مستعدة له	
C-9891	I'm holding you personally responsible.	أنا أحملك كامل المسؤولية	B-B		
C-9892	I'm holding you responsible.	انا اتحمل مسؤوليتك	B-B		
C-9893	I'm home, Mother How are you this evening?	وصلت للبيت يا أمي ، كيف حالك هذا المساء ؟	B-F	وصلت للبيت يا أبي ، كيف حالك هذا المساء ؟	
C-9894	I'm hoping shanda means you're forgiven and we'll pay you anyway.	نعم انه جميل أتمنى أن تعني " شاندا " أنتم مسامحين وسوف ندفع لكم على أي حال		HARD	
C-9895	I'm hoping you can pray for us.	. أتمنى أن يمكنك أن تصلي من أجلنا		HARD	
C-9896	I'm hoping you'll show me what to do	آمل أن ترشدني لما أفعل	B-M	آمل أن ترشديني لما أفعل	
C-9897	I'm hundreds of miles from home, going to a strange hospital with a strange doctor, yes, I'm sure, you moron.	ذاهبة إلى مستشفى غريب وطبيب غريب فأنا متأكدة أيها الساذج !	F-M	ذاهب إلى مستشفى غريب وطبيب غريب فأنا متأكد أيها الساذج !	
C-9898	I'm imagining you. You're a figment of my imagination.	أتخيلك ، أنت تلفيق من خيالي	B-B		
C-9899	I'm impressed you got him to bend for you.	أنا معجب حصلت له أن ينحني لك .	M-B	أنا معجبة حصلت له أن ينحني لك .	Bad translation
C-9900	I'm impressed you got through a whole conversation with two gay men without doing this.	أنا مندهشه لأنك قمت بمحادث كاملة مع شاذين بدون أن تقوم بهذه الحركه	B-S		بمحادث
C-9901	I'm in pain! A sign of how deeply you dream.	هذا هو علامة على مدى عمق . . . حلمك يا صاحب الجلالة	N-M	هذا هو علامة على مدى عمق . . . حلمك يا صاحبة الجلالة	
C-9902	I'm in the middle of saying some words to you.	أنا في منتصف قول بعض الكلمات إليك .	B-B		
C-9903	I'm in the middle of something here, okay? Do you have any money?	أنا بمنتصف عمل ما ، اتفهمين ؟	B-F	أنا بمنتصف عمل ما ، اتفهم ؟	
C-9904	I'm in your head.	أنا في رأسك .	B-B		
C-9905	I'm in your head?	أنا في رأسك ؟	B-B		
C-9906	I'm inclined to think that you guys should at least go and look at one of the cameras - get it downloaded, get the computer changed today.	أنا أميل إلى الاعتقاد ايها الرجال انه ينبغي عليكم على الأقل الذهاب و النظر الى واحدة من الكاميرات وتحميلها ، وقم بتغيير الكمبيوتر اليوم .		HARD	
C-9907	I'm indebted to you now.	أنا مدين لك الآن	M-B	أنا مدينة لك الآن	
C-9908	I'm indebted to you.	انا مدين إليك .	M-B	انا مدينة إليك .	
C-9909	I'm interested in what you're doing.	انا مهتم بما تفعله	M-M	انا مهتمة بما تفعله	
C-9910	I'm investigating the attempted murder of one of your dock workers...	أتحرى عن محاولة قتل بحوض السفن	B-N		
C-9911	I'm judging a sandcastle-building competition this afternoon so I can't help you.	انا اعمل هناك في ذلك المبنى . . . . . . لاستطيع مساعدتك .	B-S		لاستطيع
C-9912	I'm just asking you to grow a little.	انا فقط اطلب منك ان تكبر قليلا	B-M	انا فقط اطلب منك ان تكبري قليلا	
C-9913	I'm just bringing you this.	لقد أحضرت لك هذا فقط .	B-B		
C-9914	I'm just curious why you won't give us a DNA sample.	يساوني الفضول فحسب ، لماذا تمتنع عن إعطائنا عينة الحمض النووي ؟	B-S		يساوني
C-9915	I'm just doing this so you'll, like, shut up and leave me alone.	أنا أقوم بهذا فحسب كأني أخبرها أن تخرس و تتكرني و شأني .	B-S		تتكرني
C-9916	I'm just giving you the White House's point of view.	أنا فقط أنقل وجهة نظر البيت الأبيض .	B-N		
C-9917	I'm just glad you came.	- لا أكترث . أنا سعيد بقدومك ليس إلا	M-B	- لا أكترث . أنا سعيدة بقدومك ليس إلا	
C-9918	I'm just glad you found my gun.	مسرورة فحسب أنك وجدت مسدسي .	F-B	مسرور فحسب أنك وجدت مسدسي .	
C-9919	I'm just glad you, uh, came to your senses.	أنا سعيد أنك عدت إلى عقلك .	M-B	أنا سعيدة أنك عدت إلى عقلك .	
C-9920	I'm just gonna disappear and stop loving you, it won't happen.	أني سأقوم بالأختفاء والتوقف عن حبك ، فهذا لن يحدث .	B-B		
C-9921	I'm just gonna have to teach you a lesson.	يجب على ان القنك درسا	B-B		
C-9922	I'm just gonna say it. I love you guys.	أردت فقط أن أقول لكم أنا أحبكم يا رفاق		HARD	
C-9923	I'm just here to tell you that she's the mother of my child, and I'm trying to get my family back together.	أنا هنا فقط لأقول لك أنها هي أم طفلي ، واني اسعى الى الحصول عائلتي معا مرة أخرى .	M-B	أنا هنا فقط لأقول لك أنه هو أبو طفلي ، واني اسعى الى الحصول عائلتي معا مرة أخرى .	
C-9924	I'm just letting you know what you're up against.	أنا فقط السماح لك معرفة ما كنت ضد .	B-B		Bad translation
C-9925	I'm just making some coffee You want some?	إنني أعد بعض القهوة ، أتريدين كوبا ؟	B-F	إنني أعد بعض القهوة ، أتريد كوبا ؟	
C-9926	I'm just messing with you, Bruce.	انا فقط اعبث معك يا بروس	B-B		
C-9927	I'm just messing with you.	إنما أمازحك	B-B		
C-9928	I'm just not gonna take your shit. No, I'm not.	أنا لن أتحمل هرائك	B-B		
C-9929	I'm just saying that if you finish the season, you're a bona fide star.	أنا فقط أقول أنه إذا انتهيت من الموسم كنت نجما أصليا	B-M	أنا فقط أقول أنه إذا انتهيت من الموسم كنت نجمة أصلية	
C-9930	I'm just saying, that is very cool. Especially since you have your wife's permission now.	إنما أقصد أن هذا رائعا للغاية ، خاصة طالما لديك تصريح من زوجتك الآن .	B-B		
C-9931	I'm just saying, you want your testes at the proper temperature for baby making, and that responsibility falls into your sweaty lap.	، ما أقوله هو أن عليك الاحتفاظ بهم في درجة حرارة مناسبة لإنجاب الأطفال وهذه المسئولية تقع على كاهنك	B-B		
C-9932	I'm just sorry you didn't get a chance to see that.	. أناآسفأنك لمتسنح لكالفرصة لرؤية هذا .	B-S		أناآسفأنك
C-9933	I'm just talking it out. You know, working the case.	لكني أتحدث في الأمر ، تعلم ، أعمل على القضية ،	B-M	لكني أتحدث في الأمر ، تعلمين ، أعمل على القضية ،	
C-9934	I'm just telling you to get rid of that stock now!	أخبرك فقط بالتخلص من هذا السهم الآن	B-B		
C-9935	I'm just trying to educate you.	أنا فقط أحاول تعليمك	B-B		
C-9936	I'm just trying to give you a tip.	لن تطابق التي في مسرح الجريمة	N-M	لن تطابقي التي في مسرح الجريمة	Bad translation
C-9937	I'm just trying to help you, okay?	أنا فقط أحاول مساعدتك ، حسنا ؟	B-B		
C-9938	I'm just trying to talk to you man-to-man, George.	انا احاول ان اتحدث اليك كرجل الى رجل	M-M	انا احاول ان اتحدث اليك كامرأة الى رجل	
C-9939	I'm just waiting for you, Mr. Bright Eyes.	أنا أنتظرك فقط أيها السيد ذو العيون اللامعة	B-M	أنا أنتظرك فقط أيتها السيدة ذات العيون اللامعة	
C-9940	I'm just, uh, I'm just glad you're still recording.	أنا فقط ، أنا فقط سعيد لأنك مازلت تسجلين	M-F	أنا فقط ، أنا فقط سعيدة لأنك مازلت تسجلين	مازلت
C-9941	I'm just, um, happy to hear you're safe.	أنا فقط سعيد بأن أعلم أنك بخير	M-B	أنا فقط سعيدة بأن أعلم أنك بخير	
C-9942	I'm kidding. You look fine.	انا أمزح تبدو جيدا	B-M	انا أمزح تبدين جيدة	
C-9943	I'm kinda in the middle of something right now, let me get your number.	لانى مشغول بالتحقيق فى قضية أخرى . هلا أعطيتنى رقمك ؟	M-F	لانى مشغولة بالتحقيق فى قضية أخرى . هلا أعطيتنى رقمك ؟	
C-9944	I'm laughing because you dummies forgot another cardinal rule of pranking.	أنا أضحك أيها البلهاء لأنكم نسيتم قاعدة جوهرية أخرى للخدع		HARD	
C-9945	I'm leaving in the van if you guys aren't back here in 10 minutes.	سوف أغادر بالسيارة لو لم تعودوا خلال 10 دقائق	B-M!	سوف أغادر بالسيارة لو لم تعودن خلال 10 دقائق	
