B-8877	How many tickets you paying today?	كم مخالفة ستدفع اليوم ؟	N-M	كم مخالفة ستدفعين اليوم ؟	
B-8878	How many times have you been in Paris?	كم مرة أتيت إلى باريس ؟	N-B		
B-8879	How many times is that she's caught you now?	كم من مرة قبضت عليك متلبسا حتى الان ؟	B-M	كم من مرة قبضت عليك متلبسة حتى الان ؟	
B-8880	How many times should you have died?	كم مرة كنت قد تلقى حتفك ؟	N-M	كم مرة كنت قد تلقين حتفك ؟	
B-8881	How many tranquillisers are you taking?	كم عدد المهدئات التي تأخذها ؟	N-M	كم عدد المهدئات التي تأخذينها ؟	
B-8882	How many will vote for you?	كم شخصا وافق على أن يصوت لصالحك ؟	N-B		
B-8883	How much are you paying that guy?	ما مقدار تدفع ذلك الرجل ؟	N-M	ما مقدار تدفعين ذلك الرجل ؟	
B-8884	How much did that cost you?	كم كلفك ذلك ؟	N-B		
B-8885	How much do you know?	كم مدى معرفتك بها ؟	N-B		
B-8886	How much do you pay rent?	بكم الايجار ؟	N-N		
B-8887	How much do you think we can get for this jacket?	ماسعر هذا الجاكت عندما نبيعه بعد مقتلك ؟	B!-B		
B-8888	How much do you want?	كم تريد ؟	N-M	كم تريدين ؟	
B-8889	How much does Palgrave pay you per kid? How much?	كم يدفع ( باليجراف ) لك مقابل كل طفل ، من يدفع ؟	N-B		
B-8890	How much dough do you need for the kitchen expansion?	كم تريد من المال يا ( آبهي ) لتوسيع المطبخ ؟	N-M	كم تريدين من المال يا ( آبهي ) لتوسيع المطبخ ؟	
B-8891	How much have you got?	كم تملك من النقود ؟	N-M	كم تملكين من النقود ؟	
B-8892	How much have you had to drink, man?	كم كأسا شربته يا رجل ؟	N-M	كم كأسا شربته يا إمرأة؟	
B-8893	How much have you shared with him?	كم إشترك فيك معه ؟	N-B		
B-8894	How much money would you pay to have more time with PJ?	كم كنت لتدفع انت لتقضي وقت اضافي مع ( بي جاي ) ؟	N-M	كم كنت لتدفعي انت لتقضي وقت اضافي مع ( بي جاي ) ؟	
B-8895	How much of yourself you have to give up.	كم نفسك أنت يجب أن تستسلم .	N-M	كم نفسك أنت يجب أن تستسلمي .	
B-8896	How much time will you need?	كم من الوقت ستحتاج ؟	N-M	كم من الوقت ستحتاجين ؟	
B-8897	How much you looking to move?	الى متى ترغب بالتموين ؟	N-M	الى متى ترغبين بالتموين ؟	
B-8898	How much you win?	كم رحبت ؟	N-B		
B-8899	How nice for you both.	هذا جيد	N-N		
B-8900	How nice to see you again.	كم لطيف ان اراك ثانية	B-B		
B-8901	How nobody stopped you, nobody thanked you instead the ignorant bastards ran you right out of our town	وهكذا لا أحد بجلك ، لا أحد شكرك بدلا من ذلك الحمقى الجهلة طردوك خارج بلدتنا	B!-B		
B-8902	How often are you wrong?	كم تخطيء أحيانا ؟	N-M	كم تخطئين أحيانا ؟	
B-8903	How often do you clean this thing?	كم مرة قمت بتنظيفها ؟	N-B		
B-8904	How old are you, Liz? Thirty-seven.	- كم عمرك يا " ليز " ؟	N-B		
B-8905	How old are you?	كم عمرك أنت ؟	N-B		
B-8906	How on earth did you do that?	على أي كوكب استطعت أن تفعل هذا ؟	N-M	على أي كوكب استطعت أن تفعلي هذا ؟	
B-8907	How on earth did you find it?	كيف وجدته ؟	N-B		
B-8908	How on earth do you know about that?	نعم . . كيف عرفت هذا ؟	B-B		
B-8909	How quickly can you upload a video online?	بأي سرعة يمكنك تحميل فيديو مصور على الانترنت	N-B		
B-8910	How satisfied are you in your relationship, if applicable?	ما مدى رضاك في العلاقة الخاص بك ، إذا كان ذلك ممكنا ؟	N-B		
B-8911	How she looked at you on Saturday like she was preparing to never see you again?	كيف نظرت إليك يوم السبت كانت تعد لأن لا تراك أبدا مرة ثانية ؟	N-B		
B-8912	How soon can you be here?	ما أقرب وقت يمكن أن تكونى فيه هنا ؟	N-F	ما أقرب وقت يمكن أن تكون فيه هنا ؟	
B-8913	How soon can you start?	متى يمكنك البدآ ؟	B-S		البدآ
B-8914	How the fuck do you know it's Caleb?	كيف تعرف بأنه كان ( كاليب ) ؟	N-M	كيف تعرفين بأنه كان ( كاليب ) ؟	
B-8915	How the hell do you keep your brain organized?	كيف تحافظ على دماغك منظما ؟	N-M	كيف تحافظين على دماغك منظما ؟	
B-8916	How the hell do you know how to speak Arabic?	وكيف تعرف التحدث بالعربية بحق الجحيم ؟	N-M	وكيف تعرفين التحدث بالعربية بحق الجحيم ؟	
B-8917	How the hell do you know that?	أنى لك معرفة هذا بحق الجحيم ؟	N-B		
B-8918	How the hell'd you manage that?	ولم قمت بذلك ؟	N-B		
B-8919	How this looks to you.	كيف يبدو هذا لك .	N-B		
B-8920	How ugly you are!	يالقبحك . . .	N-B		يالقبحك >>> يا لقبحك
B-8921	How very European of you.	يا له من تصرف " أوربي " منك	N-B		
B-8922	How very convenient to cloak your claims in spiritualism.	مقنع تماما تتستروا على مطالبكم بالروحانيات	N-M!	مقنع تماما تتسترن على مطالبكن بالروحانيات	
B-8923	How was you sister when you saw her?	كيف كان حال شقيقتك عندما رأتها ؟	N-B		Bad translation
B-8924	How was your first class?	كيف كان أول صفوفك ؟	N-B		
B-8925	How was your massage?	كيف كان تدليكك ؟	N-B		
B-8926	How was your meeting?	كيف كان لقائكم ؟	N-M!	كيف كان لقائكن ؟	
B-8927	How was your weekend?	كيف كانت عطلتك ؟	N-B		
B-8928	How were you planning on killing yourself, Billy?	كيف خططت لقتل نفسك ، ( بيلي ) ؟	N-B		
B-8929	How will you reach him?	كيف سوف تصل إليه ؟	N-M	كيف سوف تصلين إليه ؟	
B-8930	How will you send the flowers?	كيف سترسل الورود ؟	N-M	كيف سترسلين الورود ؟	
B-8931	How would there be any money in your pockets?	كيف يكون لك نقود في جيبك ؟	N-B		
B-8932	How would you describe him?	كيف يمكنك وصفه ؟	N-B		
B-8933	How would you feel about April assisting you in your lab?	- ما رأيك بأن تساعدك ( أبريل ) في مختبرك ؟	N-B		
B-8934	How would you feel about going out tonight	كيف سيكون شعورك اذا خرجنا الليلة	B!-B		
B-8935	How would you feel if you found out	كيف سوف تشعرين اذا علمت	N-F	كيف سوف تشعر اذا علمت	
B-8936	How would you handle... the situation of this guy we're trying to find?	كيف كنت ستتولى مسألة ذلك الرجل الذي نحاول إيحاده ؟	B-S		إيحاده
B-8937	How would you know something like that?	- كيف تعرف شيئا كهذا ؟	N-M	- كيف تعرفين شيئا كهذا ؟	
B-8938	How would you know?	كيف علمت بهذا الامر ؟	N-B		
B-8939	How would you like it?	- ابتعد	N-M	- ابتعدي	
B-8940	How would you track Gabe?	كيف يمكنك تعقب ( غايب ) ؟	N-B		
B-8941	How would you?	كيف أمكنك ذلك ؟	N-B		
B-8942	How you been since your heart attack?	كيف جرت الأمور منذ الأزمة القلبية ؟	N-N		Bad translation
B-8943	How you both stole from the vatican	وبعدها قتل الكاردينال قبل أن يتمكن من الأبلاغ عنك .	N-B		
B-8944	How you doin', Amy?	كيف حالك ( إيمي ) ؟	N-B		
B-8945	How you doin', doc?	كيف حالك ؟	N-B		
B-8946	How you doin', man?	كيف حالك يارجل ؟	N-M	كيف حالك يا إمرأة ؟	
B-8947	How you doing there, buddy?	كيف حالك هناك يا صاح ؟	B-M	كيف حالك هناك يا صاحبتي ؟	
B-8948	How you doing there, wino?	كيف حالك يا سكران ؟	N-M	كيف حالك يا سكرانة ؟	
B-8949	How you doing, Johnny boy?	كيف حالك ، أيها الفتى ( جوني ) ؟ .	N-M	كيف حالك ، أيتها الفتاة ( جوني ) ؟ .	
B-8950	How you doing, Lieutenant?	- كيف حالك أيها الملازم ؟	N-M	- كيف حالك أيتها الملازمة ؟	
B-8951	How you doing, M. ...	. . . كيف حالك يا سيد	N-M	. . . كيف حالك يا سيدة	
B-8952	How you doing, Miss Gretchen?	ما اخبارك سيدة ( غريتشن ) ؟	N-F	ما اخبارك سيد ( غريتشن ) ؟	
B-8953	How you feelin'?	ما شعروك	N-B		
B-8954	How you feeling, Alex?	كيف تشعر يا ( أليكس ) ؟	N-M	كيف تشعرين يا ( أليكس ) ؟	
B-8955	How you get that neck brace?	كيف تحصلت على دعامة العنق هذه ؟	N-B		
B-8956	How you going to fix that?	كيف ستصلح هذا ؟	N-M	كيف ستصلحين هذا ؟	
B-8957	How you gonna do that?	كيف ستفعل هذا ؟	N-M	كيف ستفعلين هذا ؟	
B-8958	How you gonna do that?	وكيف ستفعل ذلك ؟	N-M	وكيف ستفعلين ذلك ؟	
B-8959	How you holding up?	- وكيف صمودك ؟ - جيد ، شكرا		HARD	Wrong translation- More than one sentence
B-8960	How you know about gals in school?	كيف تعلم هذه الاشياء عن المدرسه ؟	N-M	كيف تعلمين هذه الاشياء عن المدرسه ؟	
B-8961	How you ladies doin'?	كيف حالكن يا سيدات ؟	N-F!	كيف حالكم يا سادة ؟	سادة
B-8962	How you laughed when you were last here."	كيف كنت تضحك عندما كنت هنا آخر مره .	B-M	كيف كنت تضحكين عندما كنت هنا آخر مره .	
B-8963	How you left Santanico to her vengeance, but then you made a deal with Greely, knowing that you'd need him after all this was over.	كيف تركت ( سانتينكو ) لانتقامها ولكن بعد ذلك قمت بعمل صفقة مع ( غريلي ) مع العلم أنك لست بحاجة اليه بعد ان ينتهي كل هذا	N-B		
B-8964	How you like that? !	هذا ما تستحقه !	N-M	هذا ما تستحقينه !	
B-8965	How you were her boyfriend until you betrayed her turning her in to the police.	بأنك كنت صديقها حتى خنتها وسلمتها إلى الشرطة	N-M	بأنك كنت صديقتها حتى خنتها وسلمتها إلى الشرطة	
B-8966	How you're qualified to be on this op.	. كيف تاهلت أنت لتكون في هذه المهمة	N-M	. كيف تاهلت أنت لتكوني في هذه المهمة	
B-8967	How'd you come up with that?	فكرت في ما سأفعله لو كنت تاجرة في مكانه	F-N	فكرت في ما سأفعله لو كنت تاجر في مكانه	Wrong translation
B-8968	How'd you come?	كيف أتيتي ؟	N-F	كيف أتيت ؟	أتيتي
B-8969	How'd you do it?	كيف تفعلونه ؟	N-M!	كيف تفعلنه ؟	
B-8970	How'd you earn that new hunk of metal that's parked outside?	كيف كسبت تلك الكتلة المعدنية المركونة في الخارج ؟ كم تبلغ قيمتها ؟	N-B		
B-8971	How'd you find out?	كيف عرفت ؟	N-B		
B-8972	How'd you get them to do it?	كيف جعلتهم يفعلون ذلك ؟	N-B		
B-8973	How'd you handle it ?	و كيف تصرفت ؟	N-B		
B-8974	How'd you hook up with this pimp originally?	كيف تواصلت اولا مع هذا القواد	N-B		
B-8975	How'd you know that?	كيف عرفت هذا ؟	N-B		
B-8976	How'd you know we were gonna be on there?	كما تعلمون كانت ستعمل هنا ؟	N-M!	كما تعلمن كانت ستعمل هنا ؟	
B-8977	How'd you know where all those celebrities lived?	كيف تعلمين أين يسكن كل أولئك المشاهير ؟	N-F	كيف تعلم أين يسكن كل أولئك المشاهير ؟	
B-8978	How'd you like that timing?	كيف مر الوقت عليكما ؟	N-B!		
B-8979	How'd you like to crack open this six pack?	هل تودين أن تكتشفي هذه العضلات ؟	N-F	هل تود أن تكتشف هذه العضلات ؟	
B-8980	How'd you like to do a reverse this morning?	ما رأيك بالعمل بعملية تسليم هذا الصباح ؟	N-B		
B-8981	How'd you like to...	كيف تحب أن	N-M	كيف تحبين أن	
B-8982	How'd you manage that?	و كيف ذلك ؟	N-N		
B-8983	How'd you pass the test?	كيف تخطيت الفحص ؟	N-B		
B-8984	How'd you pay for the extra slides?	أنى لك الدفع لشرائح أكثر ؟	N-B		
B-8985	How'd you raise four of them?	كيف تربي أربعة أطفال ؟	N-M	كيف تربين أربعة أطفال ؟	
B-8986	How'd you recognise her?	لماذا تعرف أمي ؟	B-M	لماذا تعرفين أمي ؟	Bad translation
